artist_id,id,country_code,channel_slug,retailer,sellable_type,sellable_id,period,Total,year_month
148199,628063436,LB,streaming,Anghami,Track,516872,01/01/2022 00:00:00,"0,021899923",2022-01
148199,792394823,GB,streaming,Apple Music,Track,537410,02/02/2024 00:00:00,"0,010229354",2024-02
148199,636490376,MX,streaming,Trebel,Track,532084,01/04/2022 00:00:00,"0,004112392",2022-04
148199,637822649,DE,streaming,Youtube Music,Track,537442,22/06/2023 00:00:00,"0,005669887",2023-06
148199,628063460,QA,streaming,Anghami,Track,516872,01/11/2021 00:00:00,"0,004544351",2021-11
148199,628063462,QA,streaming,Anghami,Track,516872,01/12/2021 00:00:00,"0,001307127",2021-12
148199,673344690,ID,streaming,YouTube_User Generated Content,Track,531349,01/12/2021 00:00:00,"0,001418635",2021-12
148199,673118885,TR,streaming,Dogan Turkey,Track,519018,01/08/2021 00:00:00,"0,003611502",2021-08
148199,637822696,CA,streaming,Youtube Music,Track,537434,25/06/2023 00:00:00,"0,00399242",2023-06
148199,628063492,MA,streaming,Anghami,Track,516872,01/01/2022 00:00:00,"0,003132854",2022-01
148199,792394854,GB,streaming,Apple Music,Track,537462,02/02/2024 00:00:00,"0,035802737",2024-02
148199,628367868,LB,streaming,Anghami,Track,531254,01/09/2021 00:00:00,"0,010949961",2021-09
148199,628367875,BH,streaming,Anghami,Track,531254,01/01/2022 00:00:00,"0,00382441",2022-01
148199,637176433,JP,streaming,YouTube_User Generated Content,Track,531929,01/10/2021 00:00:00,0,2021-10
148199,628367897,IQ,streaming,Anghami,Track,531254,01/12/2021 00:00:00,"0,008835324",2021-12
148199,673118955,TR,streaming,Dogan Turkey,Track,519018,01/10/2021 00:00:00,"0,00383337",2021-10
148199,636407702,DK,streaming,Beat_AS,Track,530704,01/02/2020 00:00:00,"0,000637586",2020-02
148199,628063586,MA,streaming,Anghami,Track,518363,01/05/2022 00:00:00,"0,001671618",2022-05
148199,628063589,MA,streaming,Anghami,Track,516872,01/09/2021 00:00:00,"0,00127291",2021-09
148199,673344846,ID,streaming,YouTube_User Generated Content,Track,531349,01/10/2021 00:00:00,"0,004506665",2021-10
148199,628063695,EG,streaming,Anghami,Track,516872,01/10/2021 00:00:00,"0,021899923",2021-10
148199,638497186,DE,streaming,Amazon Unlimited,Track,518387,01/07/2021 00:00:00,"0,161034972",2021-07
148199,706446910,FR,streaming,Rhapsody EU,Track,532897,01/12/2021 00:00:00,"0,007762417",2021-12
148199,628063747,TN,streaming,Anghami,Track,518363,01/05/2022 00:00:00,"0,010949961",2022-05
148199,628063773,AE,streaming,Anghami,Track,518363,01/04/2022 00:00:00,"0,218999228",2022-04
148199,637823275,PL,streaming,Youtube Music,Track,537276,08/06/2023 00:00:00,"0,002263726",2023-06
148199,628368054,JO,streaming,Anghami,Track,518802,01/05/2022 00:00:00,"0,00519037",2022-05
