artist_id,id,country_code,channel_slug,retailer,sellable_type,sellable_id,period,Total,year_month
102858,416747357,US,download,Bandcamp,Release,140396,01/04/2023 00:00:00,"3,75",2023-04
102858,403293490,US,download,Bandcamp,Release,140396,01/03/2023 00:00:00,"3,75",2023-03
102858,416747358,US,download,Bandcamp,Release,140397,01/04/2023 00:00:00,4,2023-04
102858,416747359,US,download,Bandcamp,Release,140396,01/04/2023 00:00:00,"4,51",2023-04
102858,403293491,GB,download,Bandcamp,Track,376911,01/03/2023 00:00:00,"0,73",2023-03
102858,416747360,US,download,Bandcamp,Release,140397,01/04/2023 00:00:00,"6,8",2023-04
102858,416747361,US,download,Bandcamp,Release,140396,01/04/2023 00:00:00,"7,86",2023-04
102858,403293492,US,download,Bandcamp,Release,140397,01/03/2023 00:00:00,"3,4",2023-03
102858,416747362,US,download,Bandcamp,Release,140397,01/04/2023 00:00:00,"3,4",2023-04
102858,416747363,CA,download,Bandcamp,Release,140396,01/04/2023 00:00:00,"4,37",2023-04
102858,403293493,US,download,Bandcamp,Release,140396,01/03/2023 00:00:00,"4,68",2023-03
102858,416747364,US,download,Bandcamp,Release,140396,01/04/2023 00:00:00,"3,75",2023-04
102858,416747365,US,download,Bandcamp,Release,140397,01/04/2023 00:00:00,"3,4",2023-04
102858,403293494,CA,download,Bandcamp,Release,140396,01/03/2023 00:00:00,"6,84",2023-03
102858,416747366,CA,download,Bandcamp,Release,140397,01/04/2023 00:00:00,5,2023-04
102858,416747367,US,download,Bandcamp,Release,140397,01/04/2023 00:00:00,"3,15",2023-04
102858,403293495,US,download,Bandcamp,Release,140396,01/03/2023 00:00:00,5,2023-03
102858,416747368,US,download,Bandcamp,Release,140397,01/04/2023 00:00:00,"5,95",2023-04
102858,416747369,US,download,Bandcamp,Track,376911,01/04/2023 00:00:00,"0,75",2023-04
102858,403293496,CA,download,Bandcamp,Release,140397,01/03/2023 00:00:00,"6,85",2023-03
102858,416747370,US,download,Bandcamp,Release,140397,01/04/2023 00:00:00,"8,5",2023-04
102858,416747371,US,download,Bandcamp,Release,140396,01/04/2023 00:00:00,"5,38",2023-04
102858,403293497,US,download,Bandcamp,Release,140397,01/03/2023 00:00:00,"3,53",2023-03
102858,416747372,US,download,Bandcamp,Release,140396,01/04/2023 00:00:00,"7,82",2023-04
102858,416747373,US,download,Bandcamp,Release,140396,01/04/2023 00:00:00,"11,97",2023-04
102858,403293498,US,download,Bandcamp,Release,140397,01/03/2023 00:00:00,"3,4",2023-03
102858,416747374,US,download,Bandcamp,Release,140397,01/04/2023 00:00:00,"3,25",2023-04
102858,416747375,US,download,Bandcamp,Release,140397,01/04/2023 00:00:00,"8,5",2023-04
102858,403293499,US,download,Bandcamp,Release,140396,01/03/2023 00:00:00,"3,78",2023-03
102858,416747376,US,download,Bandcamp,Release,140396,01/04/2023 00:00:00,"6,31",2023-04
102858,416747377,US,download,Bandcamp,Release,140396,01/04/2023 00:00:00,"3,78",2023-04
102858,403293500,DE,download,Bandcamp,Release,140397,01/03/2023 00:00:00,"2,79",2023-03
102858,416747378,US,download,Bandcamp,Release,140396,01/04/2023 00:00:00,"3,75",2023-04
102858,416747379,US,download,Bandcamp,Release,140397,01/04/2023 00:00:00,"3,4",2023-04
102858,403293501,DE,download,Bandcamp,Release,140396,01/03/2023 00:00:00,"4,25",2023-03
102858,416747380,US,download,Bandcamp,Release,140396,01/04/2023 00:00:00,"3,95",2023-04
